name,combo
Isidor,6-5-2
Jeptha,6-9-6
Mabel,6-9-6
Malcom,7-5-3
Mell,5-1-6
Olof,3-9-3
Robt,6-4-1
Ronald,7-3-1
Simpson,6-9-6
Spurgeon,5-2-7
Tandy,1-9-1
Thurlow,9-9-9
Toy,6-9-6
Winston,6-9-6
Zeno,2-4-6
Alphonsus,1-7-8
Alvan,2-3-5
Amado,8-8-7
Ananias,3-2-5
Ancel,6-2-8
Atlas,2-6-8
Banks,1-1-2
Barry,1-9-1
Blake,6-7-4
Blanchard,2-7-9
Bose,2-3-5
Captain,2-8-1
Ceasar,7-4-2
Chance,6-1-7
Chancey,6-8-5
Charle,6-5-2
Clide,5-1-6
Dink,9-2-2
Ella,6-6-3
Emett,1-8-9
Erick,5-5-1
Estill,5-9-5
Fenton,2-9-2
Gale,6-1-7
Gay,1-5-6
Grove,2-2-4
Hanson,7-1-8
Harlie,6-2-8
Harlow,7-7-5
Haskell,6-8-5
Ingram,1-7-8
Iva,1-4-5
Jep,5-8-4
Joy,6-8-5
Lessie,1-5-6
Lillie,5-9-5
Linton,6-6-3
Linzy,9-5-5
Little,5-1-6
Loney,2-6-8
Loring,6-6-3
Lovie,2-7-9
Lute,8-5-4
Mace,6-7-4
Matthias,2-8-1
Meredith,1-9-1
Benjamen,2-8-1
Jens,5-7-3
Oakley,3-3-6
Whitney,5-9-5
Donaciano,5-8-4
Hayward,2-6-8
Loran,7-8-6
Love,2-7-9
Son,6-6-3
Tollie,2-8-1
Vollie,2-1-3
Bonnie,2-3-5
Catherine,2-9-2
Ebenezer,2-6-8
Ewald,6-3-9
Herb,5-1-6
Julia,4-4-8
Silvester,1-2-3
Stafford,7-1-8
Sullivan,4-7-2
Thurston,9-9-9
Wayman,2-3-5
Wes,5-6-2
Winnie,5-6-2
Burrel,8-5-4
Cleon,2-2-4
Dozier,2-3-5
Elden,1-3-4
Fulton,9-7-7
Helmer,1-6-7
Hill,9-5-5
Hjalmer,6-7-4
Ignatz,1-4-5
Kelley,1-6-7
Marlin,1-3-4
Moody,3-6-9
Myrtle,5-7-3
Namon,7-5-3
Odin,6-9-6
Odis,6-5-2
Oley,2-1-3
Osborn,3-8-2
Osie,2-1-3
Prentice,1-8-9
Purl,3-1-4
Roby,6-9-6
Shep,5-7-3
Simmie,5-9-5
Stanislaus,5-4-9
Vander,6-4-1
Zollie,2-5-7
Abb,1-4-5
Ah,1-8-9
Aleck,6-8-5
Beecher,6-4-1
Blain,1-1-2
Bowman,7-7-5
Bunk,3-9-3
Burgess,8-2-1
Carol,7-6-4
Charly,1-3-4
Clell,5-3-8
Cody,6-5-2
Lamar,2-7-9
Worley,2-6-8
Arley,6-1-7
Nicolas,7-3-1
Terence,6-1-7
Claire,6-6-3
Earley,2-1-3
Elzy,5-9-5
Fielding,5-7-3
Gertrude,4-4-8
Nora,7-5-3
Norton,3-3-6
Clemens,1-7-8
Earlie,2-3-5
Ellen,1-2-3
Epifanio,3-9-3
Glover,2-5-7
Lark,1-5-6
Laurance,1-2-3
Leigh,5-9-5
Braxton,7-6-4
Cleave,2-1-3
Colon,3-2-5
Constantine,3-5-8
Dominic,6-7-4
Emiliano,3-3-6
Fleet,1-2-3
Franklyn,1-1-2
Hobart,7-3-1
Josephine,7-4-2
Laverne,2-3-5
Lillard,1-4-5
Lim,9-7-7
Merlin,5-3-8
Milan,1-3-4
Nim,9-9-9
Norbert,2-9-2
North,6-6-3
Orland,7-3-1
Orvis,6-5-2
Reason,3-6-9
Rob,6-2-8
Virge,5-2-7
Zenas,6-5-2
Ada,2-4-6
Alejandro,4-4-8
Atha,2-1-3
Audie,9-4-4
Boyce,2-3-5
Brent,5-9-5
Burdette,4-1-5
Cash,1-3-4
Chase,6-3-9
Clive,5-1-6
Courtney,5-8-4
Cris,9-4-4
Dawson,7-6-4
Drury,3-2-5
Duane,9-9-9
Elon,2-8-1
Estevan,2-3-5
Fitzhugh,3-3-6
Fount,9-4-4
Gray,1-5-6
Terrence,6-1-7
Bartley,6-5-2
Shedrick,5-9-5
Dixie,5-1-6
Ignacio,7-6-4
Merl,5-7-3
Nehemiah,2-7-9
Norwood,9-5-5
Raphael,7-9-7
Reno,2-5-7
Rudy,3-2-5
Rueben,4-7-2
Sylvan,1-2-3
Virgle,5-5-1
Charls,1-6-7
Cole,2-6-8
Elby,5-3-8
Ferman,6-6-3
Fern,5-2-7
Florian,7-5-3
Fuller,8-3-2
Gorden,2-7-9
Gussie,8-9-8
Ham,1-3-4
Hazel,6-1-7
Ignatius,4-6-1
Joaquin,1-5-6
Lacey,6-4-1
Laurie,9-3-3
Lilburn,3-4-7
Lovell,2-4-6
Lovett,2-2-4
Malvin,1-7-8
Manson,7-6-4
Pratt,1-2-3
Reid,5-4-9
Ruffin,3-8-2
Tomie,2-6-8
Vince,5-3-8
Wayland,2-6-8
Acey,6-1-7
Alger,6-1-7
Algernon,3-2-5
Amasa,3-5-8
Amil,1-7-8
Barrett,6-6-3
Britt,9-6-6
Burns,3-8-2
Calhoun,1-1-2
Christy,9-3-3
Cletus,8-9-8
Colbert,2-1-3
Courtland,1-8-9
Myles,5-6-2
Irl,9-3-3
Benson,2-4-6
Norval,7-3-1
Armond,7-4-2
Frazier,6-5-2
Thompson,3-9-3
Alfredo,3-4-7
Grady,1-9-1
Lorenz,2-7-9
Peyton,2-3-5
Seldon,2-4-6
Ethelbert,6-8-5
Eva,6-4-1
Gilman,1-1-2
Henri,5-4-9
Iver,5-4-9
Laura,5-3-8
Leonce,7-2-9
Mamie,6-8-5
Orion,3-5-8
Ottie,2-4-6
Rudolf,9-4-4
Selmer,1-8-9
Shepherd,1-1-2
Yancy,1-4-5
Abbie,6-4-1
Agnes,6-4-1
Arnie,6-5-2
Arvin,1-9-1
Blanche,6-3-9
Bliss,9-7-7
Cassie,6-5-2
Dewey,1-7-8
Diego,2-2-4
Dorr,6-4-1
Edmon,2-4-6
Estes,1-4-5
Gilford,6-2-8
Graves,6-3-9
Hillery,5-3-8
Laurel,9-6-6
Carlisle,6-1-7
Hughie,8-5-4
Orvel,2-7-9
Angel,6-6-3
Horton,3-6-9
Lena,6-8-5
Marie,6-4-1
Waymon,7-5-3
Arno,7-5-3
Burnie,8-7-6
Elgie,1-1-2
Fannie,6-7-4
Felton,2-7-9
Keith,5-3-8
Maxie,6-1-7
Nils,9-9-9
Sie,5-1-6
Sonny,6-9-6
Vere,1-4-5
Virgie,5-2-7
Benjman,6-8-5
Bernardo,3-2-5
Casey,6-2-8
Celestino,7-5-3
Cephus,8-1-9
Della,6-1-7
Hart,1-1-2
Hillary,1-3-4
Hilmer,5-6-2
Holland,7-5-3
Jacques,9-4-4
Johny,6-3-9
Jordon,3-1-4
Julien,8-9-8
Julio,9-4-4
Kay,1-9-1
Le,5-3-8
Leeroy,7-1-8
Liston,6-2-8
Lott,6-7-4
Doyle,2-5-7
Gerard,6-2-8
Alfonzo,4-4-8
Carlie,6-6-3
Branch,1-9-1
Bush,3-2-5
Elgin,5-6-2
Federico,7-4-2
Franz,1-1-2
Governor,8-7-6
Maury,4-2-6
Nancy,1-2-3
Salvatore,4-1-5
Werner,1-1-2
Edw,5-9-5
Ernesto,7-8-6
Fed,5-1-6
Foy,6-4-1
Galen,6-6-3
Genie,1-3-4
Hjalmar,2-7-9
Lawton,7-6-4
Levin,5-3-8
Lish,9-3-3
Pascal,2-5-7
Posey,2-6-8
Redmond,2-8-1
Rosendo,8-1-9
Talmadge,7-2-9
Winford,6-2-8
Abie,6-2-8
Alta,2-5-7
Alver,6-7-4
Anatole,4-1-5
Bobbie,2-6-8
Boone,8-7-6
Buell,8-8-7
Claiborne,3-4-7
Loyal,7-6-4
Eduardo,6-8-5
Maggie,6-9-6
Needham,2-3-5
Mansfield,6-5-2
Ras,1-1-2
Guilford,9-2-2
Sing,9-4-4
Xavier,6-1-7
Charlton,7-3-1
Eula,9-3-3
Mckinley,5-6-2
Polk,6-3-9
Shellie,1-6-7
Bentley,1-1-2
Claudius,7-2-9
Conard,7-3-1
Cornell,2-5-7
Ester,1-3-4
Esther,1-2-3
Mae,6-4-1
Mildred,5-6-2
Neely,1-6-7
Owens,2-2-4
Rance,6-8-5
Red,5-4-9
Robbie,2-4-6
Sigurd,3-3-6
Teddy,5-8-4
Val,1-7-8
Almus,4-8-3
Sheridan,6-9-6
Lorin,6-8-5
Carmine,6-3-9
Jonnie,2-2-4
Kent,5-9-5
Murl,3-7-1
Ricardo,7-7-5
Wilfrid,9-9-9
Adlai,2-7-9
Buddie,8-1-9
Burk,3-4-7
Dessie,1-6-7
Edison,2-1-3
Gifford,6-5-2
Goldie,2-5-7
Hurbert,8-3-2
Iverson,2-1-3
Job,6-3-9
Leamon,3-3-6
Olive,2-7-9
Powell,2-9-2
Rexford,2-7-9
Roma,7-4-2
Romie,2-4-6
Vick,9-9-9
Waldemar,7-7-5
Zebulon,5-9-5
Alferd,6-4-1
Algot,7-3-1
Alphons,7-6-4
Audley,9-5-5
Barnard,2-2-4
Berkley,1-5-6
Bethel,1-6-7
Caroline,3-2-5
Corbett,2-9-2
Ruth,3-1-4
Fidel,5-4-9
Guillermo,5-8-4
Murry,3-2-5
Reubin,8-7-6
Rocco,3-6-9
Samson,7-2-9
Westley,1-9-1
Alba,2-5-7
Irene,1-5-6
Murdock,9-4-4
Nolen,2-4-6
Royce,2-1-3
Ruel,8-3-2
Willaim,1-6-7
Beryl,5-3-8
Beulah,9-4-4
Burleigh,8-2-1
Carrol,7-6-4
Con,6-8-5
Dillon,6-6-3
Ebert,1-4-5
Encarnacion,4-3-7
Cedric,5-1-6
Estel,1-6-7
Mayo,7-4-2
Shelley,1-4-5
Thorwald,7-4-2
Durward,4-4-8
Luster,8-6-5
Arnett,6-9-6
Aubra,5-2-7
Avon,7-9-7
Bolden,2-5-7
Dannie,6-5-2
Elex,1-9-1
Ferris,5-7-3
Jeffie,1-4-5
Lexie,1-9-1
Link,9-1-1
Moises,2-6-8
Myer,5-2-7
Carlyle,6-7-4
Arvel,6-7-4
Erby,5-9-5
Floy,6-7-4
Hughey,8-3-2
Ovid,6-8-5
Alston,7-2-9
Audrey,9-2-2
Buddy,3-8-2
Clemmie,1-5-6
Clemon,2-6-8
Dorothy,3-3-6
Einar,6-5-2
Gurney,8-1-9
Hebert,1-3-4
Hezzie,1-6-7
Kurt,3-4-7
Lois,6-4-1
Lula,4-6-1
Mearl,6-7-4
Oddie,2-8-1
Ramsey,6-3-9
Vinton,6-7-4
Zed,5-3-8
Audy,4-2-6
Barnie,6-7-4
Donat,7-2-9
Emmons,2-5-7
Erich,5-2-7
Esley,1-2-3
Eston,2-8-1
Roosevelt,4-1-5
Hartley,6-2-8
Jennings,5-6-2
Hobert,2-3-5
Montie,2-2-4
Rae,6-9-6
Arvil,1-7-8
Casimer,6-8-5
Elwyn,5-2-7
Evander,2-4-6
Gaither,6-8-5
Grafton,7-2-9
Guthrie,8-8-7
Jettie,1-5-6
Lannie,6-4-1
Lea,6-3-9
Moe,2-4-6
Nestor,2-8-1
Ovila,7-7-5
Reynold,2-1-3
Reynolds,2-2-4
Susie,8-2-1
True,8-2-1
Alwin,1-4-5
Casimir,1-8-9
Vergil,5-5-1
Hazen,6-3-9
Sigmund,3-3-6
Saint,1-8-9
Silver,5-8-4
Eugenio,1-3-4
Lisle,5-7-3
Milburn,3-5-8
Carmen,6-3-9
Orris,6-1-7
Rayford,7-1-8
Raymon,7-9-7
Virgel,5-5-1
Aloys,7-4-2
Cam,1-7-8
Hale,6-2-8
Nile,5-8-4
Offie,2-3-5
Opal,7-1-8
Rosa,7-1-8
Wardell,6-6-3
Willy,9-9-9
Acy,1-1-2
Arthor,7-1-8
Boysie,2-1-3
Britton,6-2-8
Oris,6-1-7
Gladys,1-4-5
Georgia,3-5-8
Bryon,6-5-2
Elvie,1-7-8
Frankie,6-4-1
Mario,7-4-2
Pasquale,1-1-2
Rhoda,7-3-1
Rossie,2-2-4
Sherwood,8-9-8
Buel,8-5-4
Clearence,7-5-3
Dabney,6-9-6
Diamond,7-8-6
Dorris,6-5-2
Everet,6-6-3
Ezell,1-5-6
Hobson,3-7-1
Admiral,2-2-4
Shafter,6-8-5
Maceo,3-7-1
Schley,5-4-9
Ewart,6-7-4
Patsy,1-8-9
Arba,2-2-4
Orvil,6-7-4
Adams,2-9-2
Collier,2-9-2
Gayle,6-8-5
Gladstone,3-4-7
Hilario,7-2-9
Kathryn,1-6-7
Mickey,5-7-3
Odus,9-5-5
Vernal,6-3-9
Von,6-9-6
Haven,6-8-5
Williard,1-6-7
Stephan,6-5-2
Collis,6-1-7
Griffith,9-2-2
Jethro,2-2-4
Vic,9-7-7
Viola,7-7-5
Baker,6-4-1
Beatrice,2-7-9
Bynum,3-9-3
Colvin,6-6-3
Doris,6-5-2
Elizah,6-1-7
Eunice,4-8-3
Leighton,2-7-9
Linnie,5-4-9
Lizzie,5-1-6
Rosevelt,7-1-8
Farris,1-7-8
Lemmie,1-2-3
Estell,1-9-1
Goebel,7-3-1
Tallie,6-8-5
Arlo,7-3-1
Artis,1-3-4
Collin,6-5-2
Eddy,5-6-2
Hester,1-2-3
Lauren,9-8-8
Lupe,8-1-9
Ozie,2-8-1
Salvador,8-3-2
Santos,7-9-7
Schuyler,8-4-3
Arturo,1-2-3
Donovan,4-9-4
Kermit,5-8-4
Eino,2-5-7
Olan,7-8-6
Danny,1-3-4
Lola,7-6-4
Esco,2-4-6
Josef,2-8-1
Lance,6-2-8
Leona,3-8-2
Mathews,6-2-8
Ova,7-4-2
Pate,6-9-6
Regis,5-8-4
Rosario,4-1-5
Vito,6-6-3
Adron,7-9-7
Ancil,1-2-3
Arland,2-3-5
Buren,8-7-6
Erland,6-3-9
Johney,2-3-5
Clarnce,6-5-2
Garvin,1-7-8
Agustin,4-6-1
Nathen,6-2-8
Oneal,3-8-2
Verna,6-9-6
Victoriano,4-5-9
Doll,6-1-7
Georgie,7-5-3
Heyward,6-6-3
Ivor,6-4-1
Myrl,7-7-5
Beckham,6-1-7
Thedore,7-5-3
Thelma,6-8-5
Trinidad,1-6-7
Verl,5-7-3
Evelyn,1-1-2
Hershell,1-5-6
Marty,1-4-5
Roberto,8-4-3
Teddie,1-1-2
Terrell,1-8-9
Hilbert,5-6-2
Lenon,2-4-6
Lenord,2-3-5
Ozzie,2-7-9
Porfirio,3-4-7
Sammy,1-7-8
Rayfield,6-2-8
Waino,7-1-8
Clemence,6-9-6
Harm,1-3-4
Jamie,6-5-2
Vincenzo,2-7-9
Welton,2-6-8
Adrain,2-9-2
Arbie,6-2-8
Betty,5-4-9
Bobby,6-4-1
Desmond,2-9-2
Domenic,2-7-9
Duard,4-8-3
Raul,4-3-7
Severo,7-5-3
Tobie,2-4-6
Council,9-5-5
Domenick,2-9-2
Darrel,6-7-4
Graydon,7-7-5
Fredie,1-1-2
Eliot,2-5-7
Hoke,2-1-3
Pauline,9-6-6
Tyree,1-9-1
Arne,6-5-2
Bell,5-8-4
Carlo,7-6-4
Hansel,6-8-5
Jiles,5-5-1
Leonardo,9-3-3
Quentin,8-2-1
Toby,6-2-8
Verlin,5-3-8
Winthrop,6-9-6
Domenico,8-7-6
Harrold,7-6-4
Lucille,8-3-2
Ryan,1-3-4
Benard,6-2-8
Quinton,9-2-2
Rodolfo,9-4-4
Armando,8-4-3
Delmas,6-3-9
Denzil,5-2-7
Luciano,1-2-3
Lyndon,6-6-3
Vera,6-4-1
Taft,1-1-2
Delphin,5-9-5
Rodger,2-2-4
Woodrow,9-5-5
Burnice,8-1-9
Giovanni,7-3-1
Americo,3-7-1
Ardell,6-1-7
Delmus,8-3-2
Gilmer,5-5-1
Lucio,9-6-6
Mariano,8-9-8
Ogden,2-7-9
Oland,7-3-1
Prentiss,5-7-3
Samie,6-5-2
Hadley,6-4-1
Francesco,3-9-3
Toivo,3-6-9
Robley,2-3-5
Verle,1-7-8
Farrell,6-3-9
Nathanial,3-5-8
Reyes,1-8-9
Eleanor,8-8-7
Emmanuel,5-7-3
Esker,1-3-4
Florentino,8-3-2
Gaetano,4-5-9
Levie,1-7-8
Guido,9-2-2
Aurelio,6-3-9
Curtiss,3-7-1
Othel,2-4-6
Santo,7-8-6
Harrell,6-5-2
Lenwood,8-8-7
Leopoldo,5-8-4
Dante,6-2-8
Ann,1-1-2
Halley,6-3-9
Reino,2-5-7
Carmelo,3-1-4
Wyman,1-3-4
Silvio,6-8-5
Colie,2-6-8
Alfonse,3-6-9
Aldo,7-7-5
Amerigo,3-2-5
Enrico,2-8-1
Gasper,6-6-3
Attilio,7-7-5
Woodroe,5-9-5
Nunzio,9-9-9
Burnell,8-4-3
Erling,5-6-2
Gilberto,2-5-7
Glendon,2-6-8
Larue,9-3-3
Masao,8-5-4
Nevin,5-5-1
Armin,1-9-1
Tyrus,3-1-4
Kendall,6-8-5
Garold,7-5-3
Gennaro,3-8-2
Cosmo,3-8-2
Luigi,3-1-4
Hymen,5-6-2
Donato,4-2-6
Melbourne,1-5-6
Merwin,5-5-1
Winton,6-8-5
Gino,6-3-9
Glenwood,8-6-5
Geno,2-3-5
Glynn,7-2-9
Nello,2-2-4
Durwood,6-4-1
Gilmore,2-5-7
Saverio,3-5-8
Garth,1-8-9
Hiroshi,6-8-5
Arlin,1-8-9
Yoshio,3-7-1
Arvo,7-4-2
Deward,6-4-1
Hughes,8-6-5
Tatsuo,1-5-6
Jerald,6-8-5
Zigmund,3-1-4
Gerhardt,6-3-9
Lynwood,3-6-9
Berlin,5-1-6
Merlyn,5-1-6
Pershing,5-1-6
Hideo,2-3-5
Normand,7-9-7
Orvin,6-9-6
Joyce,2-2-4
Minoru,9-9-9
Foch,6-8-5
Bryce,5-3-8
Carmel,6-1-7
Marco,7-7-5
Winifred,5-2-7
Edsel,1-8-9
Quinten,8-2-1
Kiyoshi,6-9-6
Therman,6-1-7
Kazuo,1-1-2
Metro,2-6-8
Laddie,6-2-8
Harding,1-6-7
Kennith,5-4-9
Eloy,2-1-3
Daryl,1-5-6
Rayburn,4-5-9
Jon,6-6-3
Dewayne,2-3-5
Marcos,7-8-6
Kevin,5-2-7
Harden,6-8-5
Delton,2-5-7
Reynaldo,3-1-4
Donal,7-3-1
Toshio,3-2-5
Dwayne,6-3-9
Zane,6-4-1
Luverne,4-3-7
Jackie,6-6-3
Ramiro,7-4-2
Harlen,6-7-4
Deane,2-9-2
Dwain,1-5-6
Boris,6-3-9
Dorman,7-4-2
Coolidge,8-8-7
Refugio,5-4-9
Darold,7-2-9
Donn,6-5-2
Faustino,1-5-6
Brian,1-7-8
Melvyn,5-5-1
Esteban,2-1-3
Freddy,5-3-8
Virginia,1-7-8
Marlyn,1-1-2
Ken,5-7-3
Dwaine,6-5-2
Gearld,6-5-2
Valentino,3-1-4
Lindy,9-1-1
Lindbergh,5-2-7
Shoji,6-1-7
Denny,5-3-8
Gonzalo,4-5-9
Jorge,2-8-1
Jerrold,2-8-1
Akira,2-2-4
Maria,2-4-6
Hoover,8-3-2
Jerold,2-8-1
Arlen,6-8-5
Ronnie,2-1-3
Marcelino,3-6-9
Verlyn,5-1-6
Ismael,6-8-5
Fidencio,2-9-2
Dolores,8-8-7
Adan,2-9-2
Davey,6-6-3
Derald,6-2-8
Barbara,3-4-7
Humberto,5-7-3
Joan,7-6-4
Sherwin,5-1-6
Lavon,7-3-1
Duwayne,9-3-3
Genaro,3-3-6
Kenny,5-1-6
Rogelio,8-1-9
Rolf,6-9-6
Arnulfo,1-5-6
Gerry,5-5-1
Derl,5-7-3
Gerold,2-5-7
Arlan,2-8-1
Patricia,2-3-5
Dino,6-9-6
Wally,1-9-1
Mervyn,5-2-7
Allyn,1-9-1
Monty,6-9-6
Dickie,5-9-5
Jan,1-6-7
Arlis,1-4-5
Kaye,6-9-6
Kenton,2-5-7
Sherrill,5-6-2
Darl,1-7-8
Raymundo,1-2-3
Delano,3-3-6
Terrance,2-1-3
Ronny,6-8-5
Chuck,3-7-1
Orlin,6-8-5
Gloria,7-1-8
Darryl,1-5-6
Marc,1-7-8
Sal,1-4-5
Stan,1-8-9
Cordell,2-4-6
Darvin,1-4-5
Derrell,1-1-2
Jame,6-5-2
Jacky,1-4-5
Lanny,1-2-3
Ron,6-5-2
Marland,2-7-9
Arlyn,1-6-7
Jerrell,1-7-8
Jeffrey,1-2-3
Valentin,6-1-7
Kerry,5-9-5
Ferrell,1-3-4
Gaylon,7-6-4
Jerrel,1-4-5
Darwyn,1-3-4
Dwane,6-5-2
Randy,1-7-8
Ian,1-5-6
Delwin,5-8-4
Gustavo,1-5-6
Verlon,2-3-5
Vernell,1-6-7
Delma,6-2-8
Windell,5-2-7
Kim,9-6-6
Errol,2-3-5
Reggie,1-5-6
Geoffrey,7-8-6
Mel,5-7-3
Sergio,2-8-1
Del,5-7-3
Donnell,2-2-4
Tyrone,2-5-7
Sharon,7-5-3
Donny,6-3-9
Doug,9-2-2
Marilyn,1-1-2
Carolyn,7-2-9
Delvin,5-7-3
Janet,6-8-5
Levon,2-3-5
Ozell,2-5-7
Gaylen,6-4-1
Lamont,7-5-3
Tex,5-8-4
Lonny,6-2-8
Autry,4-9-4
Rondal,7-3-1
Randal,2-3-5
Dion,6-9-6
Greg,5-5-1
Sandra,2-1-3
Judith,3-6-9
Scotty,6-6-3
Ronal,7-8-6
Jeffery,1-2-3
Randell,6-6-3
Joey,2-8-1
Nicky,9-8-8
Leonel,7-2-9
Harlon,7-7-5
Lawrance,7-7-5
Linda,1-3-4
Barrie,6-2-8
Darnell,6-6-3
Isidro,6-5-2
Wilkie,5-1-6
Rick,9-5-5
Ricky,9-3-3
Donna,7-5-3
Janice,6-9-6
Javier,6-5-2
Wendel,1-8-9
Erik,5-2-7
Lindell,5-9-5
Judy,3-3-6
Jeffry,5-2-7
Karen,6-7-4
Brendan,6-7-4
Darell,6-1-7
Mcarthur,4-8-3
Macarthur,5-8-4
Rickey,5-3-8
Rod,6-4-1
Niles,5-9-5
Jeremy,1-3-4
Susan,4-7-2
Walt,1-1-2
Lary,1-1-2
Jaime,6-5-2
Noe,2-5-7
Rocky,6-3-9
Derek,1-6-7
Les,5-4-9
Terrill,5-8-4
Russ,3-2-5
Timmy,9-8-8
Butch,3-6-9
Sean,6-6-3
Linden,5-8-4
Roddy,6-6-3
Rickie,5-5-1
Lenny,5-2-7
Rusty,3-1-4
Dane,6-9-6
Geary,6-5-2
Eusebio,1-3-4
Garey,6-5-2
Lucky,3-6-9
Gerardo,3-2-5
Gil,9-1-1
Richie,5-2-7
Carnell,6-5-2
Chad,1-6-7
Hank,1-6-7
Dorian,7-9-7
Rolando,4-3-7
Kip,9-9-9
Mikel,5-9-5
Jonathon,4-3-7
Stevan,6-3-9
Kris,9-3-3
Jody,6-3-9
Lyn,7-8-6
Zachary,2-8-1
Brett,5-6-2
Patric,1-3-4
Rory,6-7-4
Rand,1-9-1
Robby,6-2-8
Cornel,2-2-4
Shawn,1-1-2
Skip,9-1-1
Randel,6-3-9
Jed,5-5-1
Dirk,9-6-6
Brock,6-7-4
Deryl,5-5-1
Stevie,1-7-8
Derrick,5-9-5
Jerel,1-4-5
Cesar,6-4-1
Baron,7-7-5
Kathleen,2-2-4
Stefan,6-5-2
Donell,2-6-8
Corey,2-1-3
Kelvin,5-5-1
Ezzard,6-2-8
Tod,6-6-3
Shaun,4-5-9
Brant,1-9-1
Scot,6-6-3
Efrain,6-2-8
Stacey,6-4-1
Brandon,7-7-5
Marlon,7-3-1
Jory,6-8-5
Layne,6-6-3
Danniel,6-8-5
Michial,1-9-1
Ritchie,5-4-9
Edwardo,3-4-7
Kimberly,5-9-5
Ricki,9-5-5
Kurtis,3-5-8
Cory,6-1-7
Deborah,3-5-8
Scottie,2-8-1
Erasmo,3-5-8
Rudolfo,6-4-1
Lex,5-9-5
Rodrick,6-9-6
Daryle,6-5-2
Greggory,2-1-3
Darren,6-9-6
Mikeal,6-9-6
Trent,5-9-5
Michal,1-9-1
Theodis,2-6-8
Damian,2-4-6
Kimball,1-5-6
Michale,6-9-6
Wilfredo,2-9-2
Shane,6-5-2
Robbin,6-9-6
Kraig,1-9-1
Kirt,9-4-4
Chip,9-9-9
Randolf,7-9-7
Bret,5-4-9
Antony,7-3-1
Bradly,1-7-8
Faron,7-2-9
Blaise,6-6-3
Alvaro,8-7-6
Ricci,9-6-6
Dusty,3-5-8
Debra,6-6-3
Rock,6-5-2
Keven,1-2-3
Gavin,1-7-8
Kevan,6-2-8
Blane,6-1-7
Demetrius,4-2-6
Rahn,1-4-5
Barron,7-7-5
Heriberto,7-3-1
Jude,8-5-4
Levern,1-3-4
Darcy,1-5-6
Micky,9-7-7
Kennard,6-7-4
Davy,1-6-7
Tad,1-6-7
Rhett,5-3-8
Ty,7-2-9
Mitch,9-8-8
Jefferey,6-2-8
Dann,1-5-6
Timmothy,6-9-6
Broderick,2-2-4
Derwin,5-5-1
Chet,5-4-9
Quintin,3-2-5
Timmie,5-1-6
Tab,1-4-5
Tracey,6-3-9
Jace,6-4-1
Kem,5-6-2
Brion,6-7-4
Andrea,7-9-7
Cynthia,1-7-8
Kennth,5-4-9
Renaldo,3-3-6
Desi,5-5-1
Renard,6-9-6
Trevor,2-6-8
Kenney,1-1-2
Brien,5-7-3
Cheyenne,6-1-7
Derick,5-9-5
Robb,6-4-1
Devin,5-4-9
Kerwin,5-3-8
Grayling,1-2-3
Quinn,3-9-3
Wayde,6-7-4
Maverick,6-4-1
Tobin,6-9-6
Kristopher,2-2-4
Keenan,2-3-5
Diane,6-9-6
Cheryl,5-3-8
Reinaldo,3-3-6
Jamey,6-3-9
Darrin,1-9-1
Flint,9-7-7
Darin,1-9-1
Daren,6-9-6
Efrem,1-1-2
Kieth,5-3-8
Micah,1-6-7
Andra,2-9-2
Chaim,1-6-7
Raynard,2-7-9
Leif,5-9-5
Kennedy,1-5-6
Lisa,1-4-5
Darrick,1-9-1
Darry,1-2-3
Roel,2-3-5
Darron,7-9-7
Darryle,6-5-2
Stephon,2-5-7
Darryll,1-8-9
Brenda,6-2-8
Devon,2-4-6
Arnoldo,4-3-7
Kory,6-9-6
Regan,6-3-9
Brook,3-4-7
Shayne,6-3-9
Lorne,2-8-1
Parrish,1-7-8
Drake,6-6-3
Norberto,8-9-8
Kalvin,1-5-6
Pernell,1-9-1
Markus,4-7-2
Thor,6-1-7
Osvaldo,4-3-7
Anibal,2-1-3
Daron,7-9-7
Deon,2-9-2
Edgardo,3-6-9
Geoff,2-1-3
Tammy,1-8-9
Jayson,7-7-5
Rodrigo,3-2-5
Tyron,6-5-2
Dwyane,6-3-9
Stoney,2-6-8
Tal,1-5-6
Jaimie,6-5-2
Trenton,2-5-7
Andreas,7-1-8
Vinson,6-6-3
Pamela,7-5-3
Erin,5-5-1
Mauricio,1-7-8
Rigoberto,8-2-1
Roderic,2-7-9
Destry,5-5-1
Deron,2-9-2
Fitzgerald,6-3-9
Quint,3-6-9
Kipp,9-7-7
Trey,5-9-5
Kendrick,5-7-3
Deric,5-7-3
Terance,2-1-3
Antonia,8-3-2
Shon,6-5-2
Daryn,1-7-8
Darien,6-9-6
Darryn,1-7-8
Trace,6-5-2
Darian,2-9-2
Dario,7-4-2
Chadwick,1-7-8
Brain,1-7-8
Reginal,6-6-3
Heath,6-9-6
Jarrod,7-5-3
Michelle,1-3-4
Illya,1-4-5
Brenton,2-5-7
Michele,1-9-1
Dylan,1-1-2
Efren,1-2-3
Arron,7-5-3
Tyson,6-6-3
Cedrick,5-3-8
Dereck,1-9-1
Brennan,6-8-5
Jerrod,2-5-7
Garrick,1-3-4
Jennifer,1-8-9
Angela,7-6-4
Claudio,1-1-2
Derik,5-6-2
Octavio,4-9-4
Alfie,6-9-6
Brendon,2-7-9
Kristian,1-1-2
