name,combo
PECKHAM,6-6-3
GERVAIS,6-3-9
ABLES,6-6-3
TURMAN,4-2-6
DORE,2-4-6
PEAVY,6-9-6
ADDINGTON,7-9-7
TOBAR,7-4-2
GILSTRAP,1-2-3
BRUMBAUGH,7-5-3
GERHARDT,6-3-9
SLUSHER,8-4-3
NEVINS,5-6-2
GAROFALO,5-7-3
AMICK,1-9-1
BARRICK,1-7-8
RACE,6-3-9
DAGGETT,6-4-1
MANION,7-5-3
NOAH,7-4-2
KRANZ,1-6-7
RUNGE,8-3-2
WYSOCKI,6-9-6
GILLUM,3-8-2
VERDUZCO,5-1-6
ALVEY,6-5-2
PETTUS,8-3-2
SIM,9-5-5
CAGE,6-1-7
MCKEAN,6-5-2
HARROD,7-3-1
WEATHERSPOON,5-1-6
TAKAHASHI,3-3-6
WINGARD,1-3-4
ENDRES,1-1-2
SKILES,5-7-3
WALD,1-3-4
FINGER,5-9-5
REAMS,6-5-2
USSERY,8-9-8
FRICKE,5-2-7
JAWORSKI,7-9-7
CUSICK,3-9-3
STANEK,6-1-7
SHANER,6-5-2
MASSARO,8-6-5
RIBEIRO,2-2-4
EADES,2-5-7
RUE,8-9-8
SCHARF,1-9-1
STANDRIDGE,6-5-2
WOJCIECHOWSKI,8-1-9
VICTORIA,7-9-7
GALBREATH,7-4-2
LANDER,6-3-9
MARTINELLI,6-8-5
RAPER,6-7-4
KARAS,2-3-5
TOMAS,7-7-5
LA,1-3-4
KIZER,5-1-6
GASTELUM,9-8-8
DELP,5-5-1
SANSONE,3-3-6
THERRIEN,1-6-7
BROOKINS,3-1-4
SHI,9-9-9
HAMMEL,6-1-7
POLLEY,2-2-4
RIDDELL,5-5-1
CLAIBORNE,3-4-7
LAMPE,6-5-2
BENHAM,6-1-7
BRADDOCK,7-6-4
ELWOOD,8-3-2
MCMINN,9-3-3
AMERSON,3-1-4
LEIJA,6-4-1
GAMBRELL,6-1-7
NUNO,9-1-1
MALLON,7-6-4
GARD,1-2-3
BURFORD,9-3-3
HALLEY,6-3-9
MALEY,6-5-2
EICHER,1-2-3
CABAN,2-1-3
RUBENSTEIN,4-6-1
TIGHE,5-8-4
HARBAUGH,5-7-3
BERGMANN,6-5-2
RUNNELS,8-5-4
CARRIZALES,7-6-4
GUSTIN,3-6-9
WIGHT,9-4-4
DOMINICK,6-9-6
CANNADY,2-6-8
BRACE,6-5-2
BEAUREGARD,6-4-1
WEITZEL,1-9-1
ORCUTT,9-7-7
ABRAHAMSON,9-2-2
JORGE,2-8-1
MCCOWN,6-2-8
HARRIMAN,2-8-1
NICOL,6-2-8
GOTT,6-2-8
ANDINO,7-5-3
TSOSIE,2-4-6
SHUMWAY,4-7-2
AUCOIN,1-8-9
BOWES,2-8-1
HIXON,6-1-7
BROOM,3-6-9
CATE,6-5-2
DESANTIAGO,4-1-5
HAUG,4-6-1
PINEDO,2-7-9
MOWRY,6-7-4
MOYERS,2-3-5
DEANGELO,8-1-9
MCSHANE,6-3-9
BOLEY,2-3-5
TIFFANY,1-8-9
STEGER,1-1-2
WOODFORD,9-1-1
WHITFORD,6-7-4
COLLETTE,7-4-2
MUTH,3-5-8
MANSOUR,1-1-2
SCHUH,3-2-5
FORTNEY,2-2-4
KHOURY,9-8-8
LIVENGOOD,8-5-4
HAWORTH,7-5-3
RUSK,3-3-6
MATHIEU,9-5-5
PEPPERS,1-4-5
GEHRING,5-9-5
FARIS,1-7-8
DIEP,5-2-7
RAE,6-9-6
HUPP,3-4-7
ESCALERA,3-7-1
GWIN,9-8-8
ENGELHARDT,2-2-4
BANNON,7-8-6
MENJIVAR,6-5-2
EBERHART,2-3-5
KERSHAW,6-7-4
COTTLE,2-1-3
PALOMARES,4-6-1
CARRELL,6-9-6
GALAVIZ,2-4-6
WILLIE,5-2-7
TROXELL,2-5-7
VISSER,5-6-2
XIE,5-6-2
JUAN,4-6-1
SPECTOR,2-4-6
IZZO,6-7-4
WOODRING,3-3-6
GILBREATH,6-4-1
BEY,5-9-5
GIRALDO,7-5-3
NEARY,6-3-9
READY,6-2-8
TOLAND,7-5-3
BENGE,1-5-6
THROWER,2-6-8
BEMIS,5-7-3
HOSTETTER,7-6-4
DULL,3-1-4
POULOS,6-2-8
VANEGAS,7-8-6
ABAD,2-6-8
HARKER,6-1-7
MEI,5-4-9
NIGRO,6-3-9
MESSNER,1-2-3
PERES,1-8-9
HARDAWAY,3-6-9
CRUMPTON,9-3-3
DINGMAN,1-7-8
HIPP,9-4-4
LEMLEY,1-8-9
MALOY,7-7-5
YE,5-7-3
NEIGHBORS,2-5-7
PROULX,9-7-7
JAMERSON,3-2-5
FINKELSTEIN,1-6-7
PAYAN,2-1-3
HOLLER,2-5-7
SIMONDS,6-6-3
TOMS,6-7-4
SCHULMAN,4-6-1
AGUERO,6-7-4
HINRICHS,9-7-7
STEFFENS,1-3-4
CLAPPER,6-2-8
DELAO,3-7-1
KNIGHTON,6-2-8
JAHN,1-5-6
MACH,1-6-7
HEAL,6-2-8
DETWILER,1-5-6
CORSO,3-4-7
TONER,2-7-9
ROOK,3-2-5
BROCKWAY,7-3-1
COULSON,6-3-9
DELIA,6-7-4
GIDDINGS,9-1-1
HERMOSILLO,8-1-9
BALLENGER,2-2-4
PERSINGER,1-2-3
DELK,5-9-5
PEDIGO,2-9-2
BURG,3-9-3
VOELKER,7-9-7
ECKER,1-5-6
KILE,5-5-1
PROPST,6-8-5
RASCON,7-9-7
STULTZ,3-7-1
SWINDLE,5-9-5
SWINDELL,5-3-8
DEAVER,2-8-1
WELTY,5-8-4
SUSSMAN,4-3-7
SOUTHWORTH,6-8-5
CHILD,9-9-9
COSTON,3-2-5
LEI,5-3-8
SPILLMAN,1-5-6
HOCHSTETLER,7-9-7
VEACH,6-6-3
MELCHER,1-9-1
CHIPMAN,1-9-1
LEBEAU,5-5-1
SUMMERVILLE,4-1-5
PEDEN,1-7-8
LIZARRAGA,3-9-3
KINGERY,5-3-8
LEOS,2-4-6
FOGEL,2-7-9
ECKMAN,6-5-2
BURBANK,4-2-6
CASTANO,8-2-1
CHARTIER,6-4-1
MEDELLIN,1-1-2
TORREY,2-9-2
PEAKE,2-9-2
SWINNEY,5-5-1
AZIZ,1-7-8
REINERT,1-7-8
BORG,6-9-6
PIRES,5-8-4
BROOKE,8-4-3
FORESTER,7-9-7
GREAVES,2-3-5
DELAPAZ,7-4-2
HUNNICUTT,6-7-4
BIERMAN,6-2-8
STRINGFELLOW,2-5-7
LAVALLEE,3-4-7
FARNHAM,2-5-7
GADSON,7-8-6
GAINER,6-3-9
KULP,3-3-6
LISTON,6-2-8
BROOKER,8-4-3
LOUDERMILK,5-7-3
REZA,6-8-5
HENSHAW,6-9-6
HINZ,9-3-3
BRAMMER,6-1-7
FRISCH,9-9-9
TOOMBS,3-9-3
ESQUIBEL,4-5-9
FEINBERG,1-2-3
PLAZA,2-9-2
BLY,7-5-3
ENCARNACION,4-3-7
COCKERHAM,3-2-5
SHEALY,6-1-7
HAILE,6-2-8
NAVE,6-9-6
CHENOWETH,7-4-2
GOTO,3-9-3
ERNEST,1-8-9
STAUB,4-5-9
MARTY,1-4-5
HUIZAR,4-7-2
LAMMERS,6-3-9
MCAVOY,7-2-9
DISHMAN,1-4-5
GIROUX,9-4-4
DOWDELL,2-1-3
VIA,1-4-5
FENN,5-7-3
KAIN,1-7-8
BRECKENRIDGE,6-5-2
EGBERT,1-2-3
STEELMAN,2-6-8
GASPER,6-6-3
RIOJAS,7-2-9
PARMER,6-2-8
CREED,1-7-8
GILLISPIE,5-3-8
EDGERTON,7-9-7
YEN,5-3-8
CALDER,6-1-7
HOLMBERG,2-6-8
KREIDER,1-6-7
LANDAU,5-3-8
ELEY,1-1-2
LEWALLEN,2-1-3
QUIMBY,3-3-6
HOLLADAY,8-7-6
DU,3-4-7
LELAND,6-6-3
HYDER,5-1-6
OMEARA,4-4-8
ACTON,7-1-8
GASPARD,2-1-3
KENNARD,6-7-4
RENFROE,7-2-9
HAYMAN,2-6-8
GLADNEY,6-8-5
GLIDDEN,5-5-1
WILMOT,6-5-2
PEARSALL,7-5-3
CAHOON,4-7-2
HALLOCK,7-1-8
GRIGG,9-3-3
BOGGESS,2-9-2
LEWIN,5-4-9
DOERING,2-7-9
THACH,1-3-4
MCATEE,2-9-2
PAULK,4-3-7
RUSCH,3-3-6
HARROLD,7-6-4
SUTTLES,8-9-8
CHILES,5-6-2
SAWYERS,6-5-2
ROGER,2-7-9
KWOK,6-9-6
LUEVANO,6-3-9
COELHO,8-5-4
WALDO,7-3-1
EWELL,1-2-3
LAGUNAS,5-7-3
RUDE,8-4-3
BARRINGTON,7-3-1
MCCOMAS,7-6-4
WHITELEY,1-7-8
JEANBAPTISTE,3-2-5
DARCY,1-5-6
LUSSIER,8-5-4
KERLEY,1-3-4
FORDHAM,7-4-2
MOOREHEAD,5-7-3
WELTON,2-6-8
NICELY,5-9-5
CONSTANTINO,4-5-9
TOWNES,2-4-6
GIGLIO,6-8-5
DAMIAN,2-4-6
MCKIBBEN,5-9-5
RESNICK,5-2-7
ENDICOTT,2-7-9
LINDEMAN,6-3-9
KILLION,6-4-1
GWINN,9-4-4
BEAUMONT,6-4-1
NORD,6-9-6
MICELI,5-1-6
FAST,1-9-1
BIDWELL,5-8-4
SITES,5-4-9
DRUM,3-8-2
MAZE,6-3-9
ABSHIRE,6-2-8
BERNER,1-7-8
RHYNE,5-2-7
JULIANO,1-9-1
WORTMAN,7-7-5
BEGGS,5-8-4
WINCHELL,5-9-5
SUMMERLIN,8-8-7
THRASH,1-1-2
BIGGERS,5-8-4
BUCKLES,8-2-1
BARNWELL,6-9-6
THOMASSON,4-3-7
WAN,1-1-2
ARNESON,3-2-5
RODRIGUE,5-2-7
WROBLEWSKI,2-9-2
QUIROGA,1-6-7
FULK,3-2-5
DILLINGHAM,1-7-8
RONE,2-5-7
MAPP,1-9-1
SATTLER,6-8-5
LETOURNEAU,5-1-6
GAUDET,9-4-4
MCCASLIN,1-1-2
GURULE,2-1-3
HUCK,3-4-7
HUDSPETH,8-3-2
WELTER,1-1-2
WITTMAN,1-9-1
HILEMAN,6-2-8
EWALD,6-3-9
YAO,7-0-7
KINDRED,5-6-2
KATO,7-4-2
NICKELS,5-5-1
TYNDALL,1-6-7
SANMIGUEL,9-2-2
MAYLE,6-5-2
ALFANO,8-5-4
EICHELBERGER,2-5-7
BEE,1-2-3
SHEEHY,1-6-7
ROGAN,7-3-1
PHILIP,9-7-7
DILWORTH,6-4-1
MIDKIFF,9-4-4
HUDGENS,8-7-6
KILLINGSWORTH,6-9-6
RUSSEL,8-5-4
CRISS,9-5-5
LIDDELL,5-8-4
EBERLY,1-3-4
KHALIL,1-7-8
LATTIMORE,3-2-5
KOVAL,7-9-7
MAXSON,7-7-5
SCHRAM,1-7-8
GOODELL,8-8-7
CATLIN,1-4-5
COFER,2-9-2
ALVA,2-7-9
SANDLER,6-4-1
KUNKLE,8-3-2
PERRON,2-3-5
BUSHMAN,4-2-6
EDMONSON,8-1-9
ROA,7-9-7
NESBIT,5-1-6
AHEARN,7-4-2
GARVER,6-2-8
BIBLE,5-7-3
BARLEY,6-3-9
STRUBLE,8-8-7
OXFORD,3-7-1
WULF,3-5-8
MARRON,7-9-7
HAUGHT,4-7-2
BONNELL,2-9-2
PIGG,9-3-3
FRIEL,5-9-5
ALMAGUER,1-5-6
BOWLER,2-1-3
MITCHEM,5-3-8
FUSSELL,8-5-4
LEMOS,2-8-1
SAVINO,7-1-8
BOISVERT,2-9-2
TORGERSON,8-6-5
ANNIS,1-2-3
DICKS,9-1-1
RUHL,3-2-5
PEPIN,5-1-6
WILDMAN,1-3-4
GENDRON,2-3-5
MELANSON,3-9-3
SHERER,1-9-1
DUTY,3-4-7
CASSEL,6-8-5
CROTEAU,6-5-2
ROLON,3-8-2
STAATS,2-6-8
PASS,1-9-1
LAROCCA,8-9-8
SAUTER,9-3-3
SACKS,1-7-8
BOUTWELL,5-6-2
HUNSAKER,9-7-7
OMARA,8-4-3
MCBROOM,3-4-7
LOHMAN,7-2-9
TREAT,6-4-1
DUFOUR,3-1-4
BRASHEAR,7-2-9
YEPEZ,1-4-5
LAO,7-3-1
TELLES,1-9-1
MANIS,1-1-2
MARS,1-5-6
SHILLING,9-9-9
TINGLE,5-8-4
MACALUSO,2-2-4
RIGNEY,5-1-6
CLAIR,1-6-7
MATSUMOTO,7-4-2
AGOSTO,4-1-5
HALBERT,6-6-3
DABBS,1-9-1
ECKSTEIN,1-4-5
MERCURIO,5-7-3
BERKLEY,1-5-6
WACHTER,6-9-6
LANGAN,2-2-4
PEACH,6-9-6
CARRENO,3-8-2
LEPORE,7-1-8
HOWIE,2-4-6
THAXTON,7-5-3
ARROWOOD,1-9-1
WEINBERGER,6-1-7
ELDRED,1-2-3
HOOTEN,8-6-5
RAYMER,6-2-8
FEASTER,2-9-2
BOSCO,3-6-9
CATALDO,8-3-2
FEARS,6-7-4
ECKHARDT,6-1-7
MULLINAX,4-3-7
SPRATT,1-3-4
LABOY,7-5-3
MARSDEN,6-5-2
CARLILE,6-9-6
BUSTILLOS,9-3-3
CRIM,9-7-7
SURRATT,4-5-9
KURTH,3-3-6
GAUL,4-1-5
MACHUCA,5-9-5
ROLFE,2-9-2
LOWER,2-8-1
EDMISTON,2-7-9
MILLSAP,1-9-1
DEHAVEN,2-3-5
RACINE,6-8-5
CONEY,2-6-8
RINKER,5-7-3
MADDUX,4-9-4
BURMEISTER,4-9-4
FENWICK,5-3-8
STOCKS,6-9-6
FORDE,2-1-3
PETTWAY,6-5-2
BALDERRAMA,8-4-3
WESTOVER,7-3-1
BLOCH,6-7-4
BURRESS,8-4-3
HUNLEY,8-5-4
FUTCH,3-1-4
CHEE,1-2-3
ALVARENGA,8-1-9
BOSTWICK,6-6-3
CLEAVER,2-1-3
PELKEY,1-1-2
BRYCE,5-3-8
PISANO,7-4-2
QURESHI,8-8-7
VARGHESE,2-2-4
CUNHA,4-7-2
HELLMAN,6-5-2
GRASS,1-9-1
LUKER,8-5-4
HAZELTON,3-8-2
CATHCART,2-9-2
YAMADA,3-6-9
GALLEGO,3-2-5
MENKE,1-2-3
YINGLING,9-7-7
MERRIWEATHER,7-1-8
FLEURY,8-7-6
SALMERON,3-4-7
METCALFE,2-9-2
BROOK,3-4-7
FREITAG,6-6-3
MALEK,6-9-6
OBREGON,8-5-4
BLAIN,1-1-2
MELLOTT,2-5-7
ALAM,2-7-9
BESSETTE,6-8-5
MONCRIEF,2-9-2
ARVIZU,4-3-7
BOTTS,6-7-4
MOORER,8-4-3
LANDRETH,6-4-1
HULETT,8-6-5
MARINELLI,6-6-3
FALCO,7-3-1
SILVESTRI,5-2-7
GOTTSCHALK,7-1-8
THIELE,1-4-5
KIGHT,9-1-1
WARRINGTON,7-6-4
HUCKABY,4-4-8
LEDET,1-9-1
CHARBONNEAU,7-5-3
CROZIER,2-2-4
MOHAN,7-8-6
STROH,6-2-8
BOLINGER,2-8-1
DELVECCHIO,7-7-5
MACFARLANE,8-3-2
CRIBBS,9-8-8
MCLOUGHLIN,9-6-6
MAYNOR,7-9-7
MING,9-7-7
DIGIOVANNI,7-7-5
TRUESDALE,5-1-6
PFEFFER,1-7-8
BENN,5-3-8
CHAPARRO,8-9-8
ENGLERT,1-8-9
SPANO,7-4-2
OGLETREE,3-3-6
YANCY,1-4-5
SWICK,9-2-2
HALLMARK,2-2-4
MATTERN,6-4-1
TRYON,6-5-2
PLUMB,3-7-1
MARTINEAU,1-2-3
MAN,1-9-1
GRUBE,8-9-8
HOLST,6-5-2
NEZ,5-4-9
BELDEN,1-5-6
AIKENS,6-8-5
LITTON,6-3-9
MOORHEAD,9-7-7
DUFRESNE,4-7-2
BONNEY,2-1-3
HEYWARD,6-6-3
HALLIDAY,2-7-9
ITO,6-2-8
CROSSMAN,7-5-3
GAST,1-1-2
LEVAN,6-3-9
WINE,5-1-6
DESOUZA,6-4-1
KORNEGAY,3-3-6
NAM,1-9-1
KEOUGH,5-8-4
STOTTS,6-8-5
DICKENSON,2-2-4
OUSLEY,5-2-7
LEDUC,8-1-9
REVELS,1-8-9
DIZON,6-8-5
ARREGUIN,9-3-3
SHOCKEY,2-3-5
ALEGRIA,7-1-8
BLADES,6-1-7
IGNACIO,7-6-4
MELLON,2-6-8
EBERSOLE,3-6-9
SAIN,1-6-7
WEISSMAN,6-7-4
WARGO,7-3-1
CLAYPOOL,4-5-9
ZORN,6-4-1
JULIEN,8-9-8
HINSHAW,1-9-1
ALBERTO,3-7-1
GARDUNO,1-7-8
KELLAR,6-8-5
RIZO,6-8-5
LABONTE,3-3-6
HUMBLE,8-8-7
DOWNER,2-5-7
LYKINS,9-9-9
TOWER,2-7-9
VANHOUTEN,6-6-3
CHAIREZ,6-1-7
CAMPA,2-5-7
BLIZZARD,1-7-8
STANDLEY,6-4-1
REISER,1-1-2
WHITENER,1-2-3
MENEFEE,2-6-8
NALLEY,6-9-6
LASHER,6-3-9
STRANG,1-6-7
SMOCK,6-1-7
MORALEZ,3-6-9
KIEL,5-5-1
MOFFATT,7-2-9
BEHM,5-5-1
HACKWORTH,7-1-8
DIRKS,9-7-7
KRATZ,1-3-4
GUILLOT,9-6-6
TITTLE,5-9-5
STLOUIS,9-7-7
SEYMORE,7-3-1
SEARLE,2-4-6
UTTER,8-4-3
WILBORN,6-6-3
DORTCH,6-8-5
DURON,9-9-9
CARDINAL,2-6-8
SPIKES,5-2-7
ARAMBULA,6-9-6
CUTTER,8-7-6
DIBENEDETTO,3-1-4
BOTELHO,8-6-5
BEDWELL,1-8-9
KILBY,9-5-5
BOTTOMS,3-2-5
CASSADY,2-7-9
ROTHWELL,2-3-5
BILODEAU,6-9-6
MARKOWITZ,7-3-1
BAUCOM,1-9-1
VALLEY,6-8-5
ESQUEDA,5-4-9
DEPALMA,7-9-7
LASKOWSKI,7-5-3
HOPP,6-4-1
CASALE,7-7-5
PERREAULT,5-3-8
SHUSTER,8-3-2
WOLTER,2-1-3
RABY,1-9-1
CYRUS,3-2-5
TSENG,5-6-2
GEORGES,7-6-4
DAS,1-5-6
WILFONG,6-8-5
SCHLUETER,4-8-3
WOOLF,3-5-8
STICKNEY,5-2-7
MCINERNEY,1-6-7
CURCIO,9-6-6
FOWLKES,2-8-1
BOLDT,6-2-8
ZANDER,6-8-5
SHROPSHIRE,2-7-9
ANTONELLI,3-9-3
FROEHLICH,2-1-3
BUTTERWORTH,5-3-8
STEDMAN,6-7-4
BROADNAX,8-8-7
KROEGER,7-9-7
KELLNER,1-4-5
MONREAL,3-3-6
ARMAS,2-5-7
MCGUINNESS,8-8-7
CANTERBURY,9-1-1
WEISMAN,6-6-3
HILBURN,3-9-3
CARRUTHERS,9-5-5
PELL,5-4-9
PEELE,6-1-7
DEVANEY,2-2-4
OWINGS,6-9-6
MAR,1-4-5
LIGGETT,5-3-8
BRESLIN,5-2-7
SOUCY,9-2-2
AGUILA,5-1-6
WEIDMAN,6-9-6
MINGO,6-7-4
TARANGO,8-5-4
WINGER,5-8-4
POTEET,7-2-9
ACREE,2-3-5
MCNEW,5-8-4
LEATHERWOOD,5-4-9
AUBREY,9-9-9
WARING,1-8-9
SOLER,2-4-6
ROOF,3-6-9
SUNDERLAND,9-4-4
BLACKFORD,7-2-9
RABE,6-2-8
HEPLER,1-9-1
LEONARDO,9-3-3
SPINA,1-4-5
SMYTHE,5-4-9
ALEX,6-9-6
BARTA,2-4-6
BYBEE,1-2-3
CAMPAGNA,3-8-2
PETE,1-9-1
BATCHELDER,2-4-6
GURNEY,8-1-9
WYCHE,5-5-1
SCHUTT,3-7-1
RASHID,1-4-5
ALMAZAN,3-2-5
PAHL,1-9-1
PERRI,5-7-3
VIRAMONTES,3-7-1
CAVENDER,2-7-9
SNAPP,1-2-3
NEWSON,2-7-9
SANDHU,4-9-4
FERNANDO,3-2-5
STOCKDALE,3-6-9
GARFIELD,6-2-8
EALY,6-1-7
MCFARLIN,1-3-4
BIEBER,1-4-5
CALLAN,2-5-7
ARRUDA,5-4-9
OQUENDO,2-8-1
LEVASSEUR,5-9-5
MAPLE,6-5-2
KOWAL,7-1-8
KUSHNER,8-7-6
NAQUIN,4-9-4
SHOUSE,5-1-6
MCQUADE,9-1-1
CAI,1-3-4
SMEDLEY,1-1-2
GOBER,2-9-2
SAIZ,1-9-1
BRUNELLE,4-4-8
ARBUCKLE,9-1-1
LANDES,6-4-1
MAK,1-6-7
KORTE,2-4-6
OXLEY,2-7-9
BOGER,2-9-2
MICKEY,5-7-3
LENT,5-1-6
CURETON,5-1-6
HUSTED,8-6-5
EIDSON,2-1-3
BOYETT,2-4-6
KITTS,9-7-7
SHOPE,2-7-9
HANCE,6-7-4
JESSEN,1-8-9
LITCHFIELD,5-2-7
TORRE,2-2-4
CARGILL,1-7-8
HERREN,1-4-5
STRAIGHT,1-2-3
MERZ,5-3-8
WEESE,6-6-3
SPERLING,5-5-1
LAPIERRE,2-1-3
YUNG,3-1-4
DOGGETT,2-4-6
CAULEY,9-4-4
HARDEMAN,7-3-1
MARGOLIS,7-6-4
WATFORD,7-8-6
SELTZER,1-5-6
FULLMER,8-7-6
TIMBERLAKE,2-4-6
BUTZ,3-3-6
DUQUETTE,7-7-5
OLIN,6-8-5
LEVERETT,6-2-8
HARTFORD,7-2-9
OTTE,2-4-6
BEATON,3-9-3
GRIMALDI,1-9-1
MAROTTA,8-8-7
CARLSEN,6-3-9
CULLUM,6-4-1
MONTE,2-2-4
HAYGOOD,4-8-3
MIDDLEBROOKS,8-2-1
LAZARUS,5-3-8
SHIVER,5-4-9
IVIE,5-4-9
NIEMI,5-9-5
LACOMBE,3-3-6
JUDSON,9-2-2
GINSBERG,5-4-9
FIRESTONE,7-5-3
IZQUIERDO,5-2-7
DEEL,1-7-8
JACINTO,7-2-9
TOWERS,2-8-1
FRITSCH,9-2-2
ALBIN,1-1-2
KAMINSKY,1-3-4
YIN,9-3-3
WROBEL,2-1-3
BIRDWELL,5-8-4
KRIEG,5-9-5
DANFORTH,7-7-5
FLORIO,3-9-3
SAITO,7-3-1
CLIFT,9-5-5
DUCK,3-9-3
MATT,1-8-9
MOXLEY,2-2-4
BARBIERI,6-4-1
KLATT,1-9-1
SALTZMAN,2-5-7
CHESNEY,1-6-7
BOJORQUEZ,2-1-3
COSENTINO,8-7-6
LODGE,2-5-7
CONVERSE,7-4-2
DECASTRO,3-1-4
GERHART,6-8-5
MUSIC,3-8-2
DANLEY,6-1-7
SANTANGELO,4-5-9
BEVINS,5-3-8
COEN,2-8-1
SEIBEL,1-6-7
LINDEMANN,6-8-5
DRESSLER,1-9-1
NEWPORT,2-1-3
BEDOLLA,3-3-6
LILLIE,5-9-5
RHONE,2-4-6
PENALOZA,4-5-9
SWART,1-8-9
NIEMEYER,6-7-4
PILKINGTON,6-4-1
MATTA,2-8-1
HOLLIFIELD,2-9-2
GILLMAN,1-4-5
MONTANA,8-7-6
MARONEY,3-7-1
STENGER,1-6-7
LOOS,3-4-7
WERT,5-7-3
BROGDON,3-9-3
GANDHI,1-6-7
BENT,5-9-5
TABB,1-6-7
SIKORSKI,6-6-3
HAGEDORN,3-6-9
HANNIGAN,2-3-5
HOSS,6-1-7
CONLIN,6-7-4
TROTT,6-6-3
FALL,1-3-4
GRANADO,8-7-6
BARTELL,6-1-7
RUBALCAVA,6-3-9
NEVES,1-1-2
POYNTER,2-3-5
ALTON,7-1-8
PASCHALL,2-7-9
WALTMAN,2-1-3
PARKE,6-9-6
KITTLE,5-9-5
CZARNECKI,6-3-9
BLOODWORTH,9-6-6
KNORR,6-7-4
TIMMS,9-2-2
DERRY,5-2-7
MESSIER,1-6-7
SAAD,2-5-7
COZART,7-4-2
SUTPHIN,3-5-8
PURYEAR,9-5-5
GATTO,7-2-9
WHITACRE,6-9-6
VERDIN,5-4-9
BLOOMER,8-9-8
BRUNDAGE,9-9-9
BRIAN,1-7-8
SEGER,1-8-9
CLARE,6-6-3
BALCH,1-7-8
THARPE,6-8-5
RAYFORD,7-1-8
HALTER,6-4-1
BAREFOOT,9-1-1
GONSALEZ,3-6-9
LOMAS,7-8-6
MONZON,3-4-7
HOWARTH,7-5-3
MCCREADY,6-3-9
GUDINO,9-7-7
SERAFIN,6-3-9
SANFILIPPO,7-2-9
MINNICH,9-7-7
ELDREDGE,6-9-6
MALAVE,7-2-9
GREELEY,6-8-5
SISNEROS,2-8-1
KANGAS,2-6-8
PEERY,1-5-6
LUNN,3-4-7
LUKAS,4-6-1
BUNCE,8-1-9
RICCIO,6-6-3
THIES,5-2-7
STIVERS,5-8-4
CONARD,7-3-1
MULLANEY,9-4-4
CATALAN,3-4-7
OMAR,7-4-2
THEOBALD,3-1-4
JEFFCOAT,3-9-3
KUCERA,9-5-5
BORKOWSKI,3-3-6
COOMER,8-7-6
MATHISON,7-2-9
CROOM,3-7-1
RUSHTON,9-7-7
STITES,5-6-2
PENDLEY,1-8-9
TILL,9-8-8
OCONNER,8-4-3
FORSBERG,2-7-9
WAGES,6-4-1
FILLMORE,2-7-9
BARCENAS,7-2-9
GILLARD,1-8-9
LEAK,6-5-2
TOWLE,2-1-3
ESSER,1-2-3
DUNLOP,9-1-1
QUACKENBUSH,3-2-5
ARCHAMBAULT,6-4-1
BULLER,8-8-7
NEWLIN,5-9-5
URQUHART,7-9-7
SHANLEY,6-6-3
MOTE,2-6-8
IPPOLITO,3-1-4
ROZIER,2-8-1
REIDY,5-2-7
GREGOR,2-5-7
SWANEY,6-9-6
BRADFIELD,6-1-7
FUDGE,8-8-7
MORE,2-4-6
TESTER,1-5-6
HIGLEY,5-7-3
DAMBROSIO,4-2-6
BULLINGTON,9-9-9
HIGHSMITH,9-2-2
SILAS,1-5-6
FELKER,1-2-3
SAWICKI,1-2-3
BELTZ,5-6-2
ALBARRAN,3-1-4
AITKEN,6-9-6
FINDLAY,1-7-8
LOOPER,8-1-9
TOOLEY,8-3-2
LASLEY,6-5-2
MOYNIHAN,7-2-9
RATCLIFFE,6-2-8
GRIZZLE,5-8-4
SOUDERS,5-6-2
NUSSBAUM,7-4-2
SUBER,8-3-2
MACDOUGALL,2-6-8
WADDLE,6-7-4
BRAWNER,6-3-9
TUCCI,3-8-2
COSME,2-8-1
WALK,1-1-2
GORDY,6-9-6
TARRANT,2-9-2
ROSENBLUM,5-6-2
HUTH,3-9-3
BRIDGEMAN,6-4-1
HINKLEY,5-7-3
GEHRKE,1-8-9
BODEN,2-2-4
SUAZO,1-9-1
GAMBILL,1-1-2
WIDNER,5-5-1
CHICK,9-7-7
MCCOLLOUGH,6-4-1
HASSLER,6-4-1
ODUM,9-8-8
PAWLAK,2-8-1
PREVOST,2-5-7
SLAVIN,1-4-5
FETTERS,1-2-3
BEAMON,3-2-5
RENSHAW,6-1-7
DENG,5-7-3
PLOURDE,5-5-1
HOLSTEIN,2-1-3
RYE,5-7-3
HOLLIMAN,7-5-3
MELVILLE,1-8-9
MESSINGER,1-9-1
TURCIOS,9-6-6
GARNICA,2-6-8
FEELEY,6-7-4
MARIANI,2-9-2
OTTEN,2-9-2
DORADO,4-8-3
MORTENSON,8-8-7
MEISSNER,1-2-3
SCARLETT,6-2-8
SWEITZER,1-7-8
GLISSON,6-8-5
DESJARDINS,6-7-4
PENLAND,6-6-3
ELLEDGE,6-8-5
CRUMLEY,8-8-7
DEEN,1-9-1
SHIH,9-8-8
HEUER,4-8-3
GLORIA,7-1-8
LAIL,1-6-7
MCANDREW,6-3-9
MCNAUGHTON,1-7-8
CORTESE,7-6-4
STGERMAIN,6-1-7
HAMMON,7-3-1
LEININGER,1-2-3
FLICKINGER,5-8-4
DEMENT,1-6-7
BUMGARDNER,9-4-4
TESSIER,1-4-5
FULFORD,9-1-1
CERVANTEZ,2-4-6
