name,combo
VANDEMAN,7-4-2
BURGUS,6-1-7
CISSEL,5-8-4
NEWLAN,6-9-6
LAWALL,2-5-7
MOERS,2-5-7
WHEELEY,6-5-2
DOBBIE,2-8-1
BYMAN,1-9-1
HARRALSON,8-8-7
SLEIGH,5-1-6
ROSSIER,2-2-4
RUDEL,8-7-6
JOSH,6-1-7
LARDY,1-5-6
MANTOR,7-2-9
MCVOY,6-9-6
DUGAY,4-9-4
MEAN,6-9-6
VON,6-9-6
BETT,5-6-2
WANDA,2-5-7
WADDEL,6-7-4
GOURDIN,9-7-7
COMPAS,7-6-4
MAILEY,6-5-2
LECKY,5-6-2
WEATHERTON,8-4-3
PIERE,1-7-8
DESHAZIER,2-3-5
SHIRD,9-4-4
MCCRIMON,6-1-7
DACRES,6-8-5
AUTMAN,5-2-7
SIPLIN,9-7-7
APPLEQUIST,9-1-1
ASKELAND,7-6-4
BALKEMA,7-2-9
BIESINGER,1-6-7
BLANSIT,1-4-5
BUDDEMEYER,9-3-3
CALIXTRO,7-5-3
CARLIER,6-6-3
CARRIEDO,3-7-1
CHIARENZA,7-6-4
DEPA,6-2-8
DURTSCHI,3-9-3
FONTECCHIO,8-9-8
FRADETTE,2-5-7
GAFFKE,6-3-9
GIM,9-2-2
HAMEISTER,2-6-8
HANDRAHAN,3-3-6
HASSARD,2-5-7
HOURANI,1-4-5
IOCCO,3-6-9
KANDT,1-4-5
KEMPINSKI,5-3-8
KOTZUR,9-3-3
KOVEN,2-2-4
KREIGHBAUM,9-5-5
KRIZMAN,1-1-2
KUKULKA,7-9-7
LENGLE,1-9-1
LUNDT,3-5-8
MACCHIONE,3-5-8
NEUBECK,4-3-7
NGUON,9-8-8
ONIELL,2-2-4
PADFIELD,6-6-3
POLEGA,3-8-2
RACITI,1-5-6
SACCHI,1-6-7
SCHIERMAN,6-3-9
SEONG,2-4-6
SHISSLER,5-5-1
STROIK,6-5-2
TASKEY,6-3-9
URVINA,4-9-4
VAGTS,1-5-6
VALENCIANA,8-2-1
VANSCHOYCK,7-8-6
WASSUM,4-2-6
WETZSTEIN,1-5-6
ZUBE,8-1-9
AAKRE,7-2-9
BAUMHARDT,5-2-7
BEAUCAGE,6-3-9
BIFANO,7-4-2
BOLLENBACH,3-8-2
CARDULLO,1-4-5
CEFARATTI,7-4-2
CYWINSKI,9-5-5
DECARDENAS,3-8-2
ENGBLOM,2-3-5
FASOLINO,4-6-1
FIEGE,1-4-5
GIANGRECO,3-4-7
GOEDEKE,3-4-7
GUADAGNINO,2-1-3
HAIRGROVE,3-1-4
HALLOWS,7-2-9
HAMPLE,6-4-1
HASBARGEN,7-5-3
HOPFINGER,2-6-8
HOUX,9-5-5
KOCHANEK,3-2-5
KRUPNIK,3-7-1
KURUC,6-5-2
LAHRMAN,2-2-4
LAITY,1-3-4
LAMPP,1-3-4
LASYONE,3-7-1
LUHRING,3-5-8
MAGSINO,7-8-6
MASCHKE,6-9-6
MEEKHOF,7-2-9
MILLERICK,5-6-2
MOYLES,2-6-8
PFEUFFER,4-7-2
ROSENWINKEL,7-3-1
SCHLEUSNER,4-3-7
SEMROW,2-1-3
SHIRAI,1-9-1
STAWARZ,2-7-9
STREITZ,5-4-9
STUVE,8-7-6
TALATI,2-7-9
VIDALS,1-3-4
VIDOVIC,6-6-3
WOLKOFF,3-4-7
BOWNDS,6-8-5
KEARNES,2-8-1
MAGNIN,1-3-4
MCNELLEY,1-7-8
KUILAN,4-1-5
KONDA,7-2-9
BRAS,1-3-4
ANEY,6-3-9
CORNELIA,3-2-5
WEEK,1-7-8
SALON,7-9-7
FARINHA,2-1-3
BACHAN,2-9-2
PINKS,9-6-6
HANBERRY,6-4-1
STUBBINS,3-4-7
MASSENA,7-2-9
ALBU,4-5-9
ARRA,2-9-2
BAUTE,9-4-4
BERLINSKI,5-4-9
BLAESING,6-9-6
BOGARIN,7-5-3
BREINHOLT,2-2-4
BULEN,8-1-9
CANTONI,7-6-4
CHIAVETTA,7-1-8
CRAMTON,7-5-3
DELENA,2-3-5
DIFEDE,1-5-6
DIGIOVANNA,8-7-6
DIPIRRO,6-2-8
DOVEY,2-6-8
DUMITRESCU,2-5-7
FILIPI,9-7-7
FLAMAND,2-4-6
GIACHETTI,6-4-1
GILIO,6-1-7
GORBET,2-2-4
HOBLIT,6-6-3
IRESON,2-6-8
JARVEY,6-3-9
JEZ,5-9-5
KARDAS,2-7-9
KOSTEK,2-7-9
KUETER,4-4-8
LEEZER,6-2-8
LOWINGER,2-2-4
MASSETTI,6-1-7
MCCAHAN,2-5-7
MINUCCI,3-6-9
NOCERINO,8-4-3
OGRODNIK,3-9-3
ONSUREZ,5-5-1
OSSOWSKI,3-1-4
PICARELLI,6-7-4
PLAGEMAN,7-8-6
POMMERENING,7-5-3
PREFONTAINE,8-7-6
RAMMER,6-8-5
RODEA,3-4-7
RODEFER,7-1-8
SCHWENDIMAN,6-8-5
SECORA,3-4-7
SIEJA,6-2-8
SLUGA,4-2-6
STURMS,3-8-2
SZASZ,1-9-1
TITMUS,3-9-3
TRONCONE,8-6-5
TURTLE,8-7-6
UHLE,8-2-1
VANDIEST,6-7-4
WASHBURNE,9-3-3
WUTTKE,8-2-1
YUMUL,6-5-2
AUCK,4-5-9
BERSANI,6-8-5
BOARTS,7-5-3
CARMANY,2-1-3
CIRCELLI,5-3-8
CRACKEL,6-2-8
DEMSKY,5-9-5
DEROGATIS,3-5-8
ELLEFSEN,6-9-6
EMERLING,1-1-2
FIQUEROA,6-5-2
FLEHARTY,6-8-5
GLANZMAN,2-5-7
KARBAN,2-9-2
LOEBS,2-6-8
LUZAR,4-2-6
MEHALIC,6-9-6
MOERBE,7-6-4
NANIA,2-1-3
NORRICK,6-1-7
ONDERKO,8-2-1
PATRIZIO,7-8-6
PHAY,1-4-5
QUICENO,5-7-3
RABOURN,1-7-8
ROSHTO,3-2-5
SCHOENLEBER,3-4-7
SIDELINGER,1-2-3
SITARZ,1-2-3
SKAHILL,1-8-9
STEINGRABER,2-8-1
SWERDLOW,2-9-2
TORREBLANCA,4-6-1
TROGLIN,6-8-5
TROKEY,2-2-4
URBIN,3-7-1
WALDOW,7-8-6
ZACHERL,6-4-1
ZAYA,2-6-8
CLOUSTON,6-5-2
GBUR,3-9-3
GORBETT,2-4-6
HIMMELSTEIN,1-9-1
NELLER,1-2-3
BINGEN,5-1-6
KRISTON,6-1-7
DEFARIA,7-1-8
FREIDMAN,6-1-7
CARBONEL,3-4-7
BRUMER,8-6-5
DEB,5-6-2
PORTEN,2-5-7
PINET,5-5-1
CRANSON,7-5-3
LAINES,6-9-6
BAYAN,2-5-7
WEATHERLEY,7-7-5
AMILL,1-1-2
HARTGRAVES,7-4-2
ARANJO,8-6-5
BUDHRAM,4-9-4
TEWARI,6-7-4
BAKEN,6-9-6
HOME,2-3-5
KADIR,1-6-7
MALBON,7-5-3
JOANIS,7-7-5
SHERIF,5-6-2
ROBBINSON,3-6-9
MUNDINE,8-9-8
KINGCADE,6-3-9
RIDGEL,5-5-1
COOPWOOD,6-1-7
GOLDSBORO,9-8-8
EUELL,4-6-1
TOYER,2-9-2
SIDBURY,3-5-8
KENION,2-3-5
LOCKETTE,7-3-1
GAITOR,7-9-7
BESSARD,6-8-5
GHOLAR,7-9-7
ALEO,3-3-6
ALLGEYER,2-2-4
ALSBURY,4-4-8
ARNAU,5-5-1
BATTISTELLI,6-6-3
BENDICK,5-7-3
BENEDEK,6-4-1
BIXEL,5-2-7
BODGE,2-4-6
CAJERO,3-4-7
CARDI,1-7-8
CERVELLI,1-4-5
CHESSHER,1-3-4
COLBETH,2-9-2
CONTRERAZ,3-9-3
CRESCENZI,1-2-3
CUDAHY,4-4-8
DEIMLER,1-2-3
ELLEMAN,2-6-8
ENES,1-6-7
FERNELIUS,4-6-1
GALANOS,8-7-6
GIBILISCO,6-7-4
GOLIN,6-6-3
GULER,8-1-9
HAULMAN,5-2-7
HERATY,6-8-5
HILDERBRANDT,6-1-7
KAAI,2-2-4
KEUNG,8-5-4
KODER,2-6-8
KOHNER,2-6-8
KUKULSKI,6-1-7
LASANTA,3-2-5
MAGLIANO,8-1-9
MARICHAL,2-9-2
MATTSSON,7-6-4
MEHNER,1-8-9
MEIGHEN,1-6-7
MINCHALA,2-5-7
MONDI,6-4-1
MUNZER,8-8-7
NUYEN,8-8-7
PALACE,7-4-2
PATAKI,2-2-4
QUERUBIN,2-6-8
REULE,4-3-7
ROSINSKY,6-7-4
SANZARI,2-5-7
SAVERINO,3-1-4
SCARR,1-4-5
SCHMER,5-7-3
SCHRICKER,5-8-4
SIES,5-2-7
SINDLINGER,5-7-3
SMALLEN,6-7-4
SMULL,3-2-5
SONDEREGGER,3-6-9
SOULSBY,9-5-5
TAKAI,2-4-6
THERRIAN,6-6-3
TSUTSUMI,6-1-7
UHLES,8-3-2
VANFOSSAN,8-4-3
WHETTEN,1-4-5
WORMWOOD,9-9-9
ZIEBER,1-1-2
ANTCLIFF,1-7-8
AOYAMA,9-2-2
AROLA,8-3-2
AULDRIDGE,9-9-9
BEFFA,6-5-2
BELLOFATTO,9-9-9
BLEILE,1-8-9
BOELMAN,3-5-8
CERICOLA,3-9-3
CHINAULT,4-3-7
DICHTER,5-8-4
DIMLER,5-2-7
DRYMAN,1-2-3
EGUCHI,8-9-8
FARAGHER,7-3-1
GIRALDI,1-5-6
GULBRANSEN,9-5-5
HEIRONIMUS,5-9-5
HESSINGER,1-4-5
HILDITCH,9-1-1
HITTINGER,5-6-2
KNEIFL,5-7-3
MONTAGNINO,4-1-5
NOVAKOVIC,4-9-4
PAGUIO,1-5-6
PARTSCH,1-3-4
PELAK,6-3-9
PRUSA,4-8-3
SAZO,7-9-7
SCHABACKER,7-1-8
SCHMITTOU,9-2-2
SMALLRIDGE,6-4-1
STELLJES,1-2-3
STIGLICH,9-6-6
THIESSE,1-3-4
THRAPP,1-6-7
ZURICK,3-4-7
CABO,7-5-3
HUTNICK,3-2-5
KRISHNASWAMY,2-6-8
CAMPESE,2-6-8
LYSINGER,5-5-1
EURESTI,4-3-7
BENZIE,1-6-7
HULETTE,4-6-1
NEMAN,6-5-2
BONVILLIAN,7-4-2
VIROLA,7-7-5
MACINTIRE,6-5-2
SIS,9-2-2
BRUMBLE,8-2-1
BABBIT,1-8-9
TRUSSEL,8-7-6
CURLE,8-6-5
MARCHEL,6-9-6
CLINT,9-4-4
KNOY,6-5-2
FIEST,5-9-5
PIQUE,8-6-5
VOICE,2-7-9
PUTTY,3-9-3
YANCE,6-6-3
BRAD,1-6-7
HALLIS,1-6-7
GRANBY,1-3-4
PERVIS,5-3-8
SYE,5-8-4
KEYE,1-9-1
SARPY,1-6-7
BASSEY,6-2-8
PHILON,6-5-2
ALLIO,7-6-4
APOSTOLOPOULOS,7-6-4
BALDEZ,6-8-5
BANDT,1-4-5
BERDING,5-9-5
BRAUSE,9-3-3
BURCHARDT,4-1-5
CALANDRINO,8-2-1
CALAS,2-7-9
CAPUCHINO,1-8-9
CINDRICH,9-5-5
DEKOCK,2-2-4
DISCALA,2-2-4
DRILL,9-1-1
FEHRMANN,6-1-7
FOUNDS,9-7-7
GEHO,2-6-8
HEITER,1-1-2
HELSING,5-6-2
HOBERMAN,3-1-4
HOXSIE,2-6-8
KAJIWARA,3-8-2
KEARBEY,2-2-4
KILLMON,6-8-5
KLEINTOP,2-1-3
KRESSER,1-4-5
LEINDECKER,6-8-5
LINDSTRAND,1-6-7
LOPERENA,8-6-5
LUCHS,3-6-9
MALAGA,3-5-8
MARTINHO,7-1-8
MASIS,1-6-7
MATTUCCI,4-5-9
MCVAUGH,4-8-3
MOUBRAY,1-4-5
NAQUI,4-4-8
NICEWANDER,2-4-6
PANZERA,7-2-9
PERRENOUD,1-7-8
RHEAD,6-3-9
SCHLUNDT,3-8-2
SCHWEIGHARDT,6-2-8
SEABOURN,6-8-5
SETHER,1-2-3
SILENCE,1-3-4
SITZE,5-2-7
SMEATON,3-3-6
SMEBY,5-5-1
SOTIROPOULOS,9-5-5
SPROSS,6-1-7
STENNES,1-5-6
SZABLEWSKI,6-4-1
THIESS,5-3-8
TOTI,6-4-1
ALSMAN,2-4-6
ARAKELYAN,8-8-7
BENKOWSKI,2-8-1
BRUNMEIER,4-2-6
BUSSLER,8-7-6
CROCETTI,2-1-3
CUCCO,9-9-9
DESERIO,7-5-3
DOIDGE,2-6-8
FASOLD,7-5-3
FICCA,1-3-4
FOPPIANO,4-7-2
GADOW,7-7-5
GUNNETT,8-3-2
HEIBERG,1-8-9
INNAMORATO,5-7-3
JARIWALA,3-9-3
JARKA,2-3-5
JUHLIN,3-8-2
KAPUSTKA,5-5-1
KARLOVICH,7-2-9
KNAKE,6-9-6
KOHORST,3-4-7
LIEBOLD,2-3-5
MACHIDA,2-1-3
MODJESKI,2-3-5
POMERENKE,3-9-3
QUERTERMOUS,4-6-1
SAMPERI,6-3-9
SCHARP,1-1-2
SEITHER,1-2-3
SEMERARO,8-5-4
SKUSE,8-4-3
SMIEJA,6-6-3
SONDAY,7-1-8
SPREHE,1-7-8
STIGLIANO,7-9-7
TERRIZZI,5-9-5
TORNETTA,3-2-5
WACKERMAN,7-1-8
WINZELER,1-3-4
BUGLIONE,5-8-4
ETTEN,1-9-1
LOWHORN,3-3-6
PEEVEY,6-9-6
POTES,2-1-3
GRAP,1-5-6
HARRELD,6-6-3
OVERCAST,3-1-4
CAPELES,2-5-7
BRANDE,6-2-8
CHRISTOS,6-6-3
CORNELSON,8-8-7
CORTIS,6-6-3
CHEAH,6-1-7
DUHN,3-8-2
EFFRON,2-8-1
SUNDAR,4-1-5
SCHOOLING,3-9-3
FOUCAULT,4-5-9
SINON,6-2-8
GANA,2-3-5
GARVIE,6-2-8
KELLOG,2-6-8
LAWREY,6-6-3
LLEWELYN,1-8-9
KNOWLDEN,2-6-8
CORKE,2-5-7
MERE,1-4-5
GRANUM,4-7-2
PELICAN,6-9-6
BALKARAN,3-3-6
HARLEN,6-7-4
GORGE,2-5-7
TURNS,3-8-2
WEBBE,1-9-1
DOMOND,3-8-2
MILFORT,6-6-3
ALCAUTER,1-8-9
ARENDALL,7-6-4
BELLANTE,2-6-8
BEYERLE,6-3-9
BLEICHNER,1-3-4
BRAHLER,6-4-1
CAPLETTE,2-8-1
CERVINO,2-3-5
COSCO,3-7-1
CULLETON,5-7-3
DATA,2-6-8
DEPAULIS,9-6-6
DOMRES,2-9-2
DZIADOSZ,7-7-5
FIESTER,1-9-1
FISCELLA,6-7-4
FLATTEN,6-9-6
FOSMIRE,2-2-4
FRONDA,7-6-4
FROTHINGHAM,7-4-2
GALEAZZI,7-8-6
GAZZO,7-5-3
GOOGINS,3-2-5
GROCH,6-9-6
HAYCOOK,4-2-6
HELING,5-5-1
HIRANI,1-4-5
HORVITZ,6-4-1
JURS,3-2-5
KALFAS,2-3-5
KAPER,6-9-6
KERNAGHAN,7-9-7
KRALICEK,6-1-7
KRAWCHUK,4-2-6
KROLIK,6-7-4
LARDINOIS,7-4-2
LAZARTE,7-4-2
LENZA,6-7-4
LUSTGARTEN,9-2-2
MAROTTE,3-8-2
MAXEDON,3-1-4
OTTUM,9-8-8
PAKULSKI,4-6-1
PATZNER,6-4-1
PETRASH,6-9-6
POLZER,2-9-2
PREVETT,1-6-7
REHMERT,1-5-6
RESA,6-1-7
RINGLAND,1-6-7
SALMO,7-8-6
SARAF,2-7-9
SEANOR,3-6-9
SEASTROM,3-8-2
SLAVINSKI,1-7-8
SPEZZANO,3-2-5
STOFFELS,2-1-3
STRASSBURGER,9-5-5
STREMEL,1-1-2
SUGUITAN,7-6-4
SWIMM,9-5-5
TASHMAN,2-2-4
TESSMANN,6-9-6
THIEBAUD,9-7-7
VERMEERSCH,6-2-8
VISITACION,7-6-4
VREDEVELD,6-1-7
WINGERD,5-3-8
ANAST,2-8-1
BETESH,1-4-5
BOLAM,7-9-7
BORDENKIRCHER,7-6-4
BURSELL,8-9-8
CHERNYAK,6-7-4
DERUBEIS,4-7-2
DRAGOTTA,8-6-5
ECKELKAMP,2-3-5
FISHWICK,9-7-7
FROHLING,6-2-8
FUGATT,4-8-3
GAJESKI,6-2-8
GALLARZO,8-3-2
HARALDSON,8-3-2
HOCHSTRASSER,3-6-9
HUMMERT,8-9-8
HUOTARI,1-1-2
INABNIT,1-5-6
INDOVINA,7-9-7
JESPERSON,7-6-4
KACER,6-5-2
KLAUSS,4-7-2
KOMOROSKI,9-9-9
LEWARK,6-1-7
LIETZAU,9-4-4
LUANGRATH,5-7-3
MELLENTHIN,1-3-4
MENTH,5-1-6
MOSCATELLI,3-7-1
OTAKE,3-4-7
PASQUALONE,7-6-4
PULKRABEK,9-7-7
RESOP,2-8-1
SCHAGER,6-1-7
SCHNEIER,1-8-9
SCORDATO,4-1-5
SHERRATT,6-4-1
SIBAYAN,2-6-8
SONNENTAG,3-7-1
STOEBER,7-5-3
TAFELSKI,6-5-2
TARLOW,7-1-8
TASLER,6-6-3
TAZELAAR,8-4-3
TIVNAN,1-7-8
VERRAN,6-9-6
VETTRAINO,3-4-7
VISAYA,2-3-5
WELSER,1-9-1
WINDLAND,1-8-9
YUDIN,3-7-1
ZAIS,1-9-1
ZAKS,1-2-3
ZIENTARA,7-6-4
ZITZMANN,1-5-6
HADY,1-1-2
TORNERO,8-7-6
SABRI,1-3-4
AUDE,9-4-4
BERNERT,1-9-1
KAVA,2-6-8
HASSANI,2-6-8
MEGA,6-2-8
OKIN,6-7-4
FOPPE,2-2-4
ONAGA,8-3-2
GRODEN,2-7-9
RANSONE,3-2-5
HARY,1-6-7
BARBERY,6-2-8
HEILEMAN,2-2-4
MCINDOE,2-7-9
HITER,5-1-6
LEAPER,2-1-3
VALLET,6-3-9
BAUKNIGHT,4-8-3
COPPINS,6-5-2
JOHNES,2-6-8
AVRIL,1-7-8
LOATMAN,8-5-4
EXUME,4-1-5
AMBUSH,4-6-1
ANGLIM,1-1-2
BAERG,6-9-6
BELAN,6-1-7
BEZNER,1-6-7
BOLINDER,2-5-7
BOTNER,2-9-2
CUPPY,3-6-9
DEMCHUK,8-3-2
EDDE,1-8-9
FANELLA,7-8-6
FINKELMAN,6-7-4
FISHLER,5-9-5
FOCHS,6-9-6
FREEDLE,6-4-1
GAARDER,7-2-9
GEOGHAN,3-9-3
GNANN,1-4-5
GUSTASON,1-7-8
HALING,1-5-6
IMHOLTE,2-8-1
JACKOVICH,7-3-1
KILBARGER,6-5-2
KOSTIUK,9-7-7
KRAHLING,1-7-8
LATSHA,2-5-7
LEFORCE,7-3-1
LEINART,6-1-7
LUPTAK,4-5-9
LURA,4-3-7
MEDLAR,6-2-8
MICHLER,5-9-5
PANLILIO,7-9-7
POZZA,7-5-3
RICHEL,5-5-1
ROSCHE,2-3-5
SAFARIAN,3-3-6
SCHEINBERG,1-8-9
SCHIRA,1-3-4
SCHUHMANN,4-7-2
SCOBLE,2-9-2
SERBUS,8-4-3
SIRBAUGH,4-9-4
SPALLINO,7-1-8
SPARACO,8-2-1
STIMMELL,5-8-4
SUNDERHAUS,3-1-4
TIELL,5-8-4
VANGEL,6-1-7
WHYDE,5-6-2
YETZER,1-8-9
YRUEGAS,9-6-6
BEHMER,1-5-6
BENDLER,1-5-6
BINGGELI,5-6-2
BIRKLE,5-7-3
BOLHUIS,9-5-5
BRENNICK,5-8-4
BRUESKE,4-5-9
BRUNJES,8-9-8
BYCZEK,5-4-9
DIRKSE,5-7-3
EIGHMEY,1-8-9
FRONHEISER,7-2-9
GRUBEN,8-5-4
GUCKERT,8-5-4
HANDELSMAN,7-3-1
HEDDINGS,5-2-7
HEIMBURGER,4-3-7
KETCHIE,1-6-7
KHIN,9-6-6
KORNS,6-8-5
KOSIOREK,8-5-4
LAJAUNIE,1-9-1
LEITING,5-8-4
LENSCH,5-2-7
MURACO,1-7-8
NAILLON,7-7-5
NEWNUM,8-1-9
NORSTROM,3-3-6
NORUM,9-9-9
OVEREND,7-4-2
PETKOV,2-6-8
REINHOLTZ,2-8-1
REXING,5-9-5
RUMMER,8-8-7
RYGG,7-5-3
SCHEIBNER,1-1-2
SIWINSKI,9-5-5
SONCRANT,7-7-5
SPIRK,9-1-1
STAHLNECKER,2-6-8
SUMEY,8-3-2
TROENDLE,7-5-3
WEGHORST,2-5-7
WINEGARNER,2-4-6
BLONDER,2-5-7
WOLFFE,2-2-4
BARDY,1-4-5
PERRIGAN,6-1-7
LAMOTTA,8-2-1
TILLMANN,1-4-5
CALAMAN,3-6-9
ALSINA,2-9-2
OMO,3-4-7
HALDANE,7-2-9
KURTIS,3-5-8
DECAMBRA,7-4-2
WINEY,5-8-4
CONNARD,7-8-6
PRADOS,7-3-1
SAA,2-1-3
COLOM,3-1-4
FLORIS,6-1-7
WENT,5-3-8
LAUNDRY,4-1-5
REATH,6-1-7
BLAXTON,7-9-7
CORNELY,2-9-2
BUFFETT,8-9-8
STYLE,5-4-9
PERRIE,1-7-8
MORRALL,7-1-8
TEATE,2-4-6
ROULAND,1-3-4
CURLETT,8-1-9
GILNER,5-6-2
COKELY,2-6-8
ABBY,1-2-3
GWATHNEY,6-7-4
DRAWHORN,7-4-2
MORRING,6-7-4
SAUNDER,9-1-1
TREVILLION,2-8-1
BURTIN,3-9-3
DURE,8-4-3
BOTLEY,2-5-7
LIGE,5-1-6
HARDWELL,6-5-2
PEGUESE,9-6-6
ARAND,2-9-2
AVALO,8-7-6
BARLAS,2-6-8
BARRUETA,1-4-5
BELARDE,2-9-2
BETTGER,1-4-5
BORRA,7-2-9
BRASSIL,1-7-8
BROLL,6-8-5
CAVACO,8-1-9
CHELIUS,8-6-5
CLEVERLEY,6-2-8
COBERLEY,7-6-4
COOPERIDER,4-5-9
DANNELLEY,2-9-2
FARAHANI,3-1-4
FINNEMAN,6-7-4
FLOSS,6-2-8
GNEITING,5-8-4
GURTNER,8-5-4
HEFLER,1-8-9
HERM,5-3-8
HERREL,1-2-3
HOHNSTEIN,2-2-4
ISGETT,5-3-8
ISKANDAR,2-3-5
KALTHOFF,7-9-7
KEDZIOR,2-5-7
KLITZ,9-6-6
LAMPO,7-5-3
LICCIARDELLO,3-1-4
LUBARSKY,4-6-1
LUZADDER,9-1-1
MACHON,7-2-9
MANJARRES,7-2-9
MARTORELLA,4-3-7
MCBRATNEY,6-5-2
MELENDRES,6-8-5
MESCALL,6-5-2
NASTASE,7-9-7
NATTRESS,6-2-8
POFFENBARGER,8-6-5
PUDENZ,8-6-5
PURCELLA,9-7-7
PUZON,9-2-2
RAJOTTE,3-5-8
RAMPONE,3-7-1
RASINSKI,1-9-1
RAUER,9-9-9
RHEES,1-9-1
RICARDEZ,6-6-3
RIOPEL,2-1-3
ROMANOS,4-1-5
RUNDALL,4-6-1
SARCENO,3-9-3
SCHEMEL,1-1-2
SCHIEMANN,6-8-5
SEIJO,2-2-4
STACE,6-6-3
STAIANO,8-8-7
SZYMKOWIAK,7-2-9
TOBOLA,4-7-2
TODOROFF,9-9-9
TONJES,2-9-2
VANDONGEN,3-3-6
VANHEMERT,2-5-7
VANLITH,1-4-5
VANSCOYOC,4-5-9
VEKSLER,1-1-2
VELDKAMP,6-6-3
VIERTEL,1-9-1
YANTA,2-5-7
ZAJACZKOWSKI,8-3-2
BARBAS,2-5-7
BOOMGARDEN,9-4-4
BROADSTREET,8-2-1
BULGRIN,3-8-2
CAIAZZA,3-1-4
CHOKSI,6-5-2
CONTRINO,3-6-9
COZENS,2-8-1
CSONKA,7-2-9
DIPILATO,7-7-5
HEERY,1-6-7
HEWITSON,2-3-5
HOGANCAMP,8-7-6
HOLTMANN,7-9-7
HUMKE,8-5-4
KLEINFELD,1-5-6
KNOST,6-1-7
KORDISH,6-6-3
LICHTE,5-7-3
LUYSTER,8-4-3
MASLEN,6-4-1
MCCAGUE,9-8-8
MCCLAVE,6-8-5
MEUCCI,8-1-9
MUSKE,8-7-6
OSSWALD,7-5-3
RAJKOWSKI,7-2-9
RICHTERS,5-5-1
RINDAHL,1-2-3
RINDLER,5-3-8
RUISI,3-1-4
SCARPITTI,1-6-7
SCHRANDT,1-5-6
SHEASLEY,2-2-4
SPICKERMAN,6-4-1
VERDOORN,8-4-3
WALKINGSTICK,1-3-4
WESTRATE,2-1-3
WHAM,1-8-9
YTURRALDE,9-7-7
ZERCHER,1-1-2
ZIERKE,1-1-2
ZORZI,6-7-4
KILLEY,5-6-2
LAHART,2-4-6
LATER,6-5-2
CATHERWOOD,9-4-4
LIEGEL,1-4-5
MAUN,4-9-4
VISTA,1-7-8
KERST,5-5-1
SEGUR,8-8-7
AI,1-0-1
MAULER,9-7-7
SOLIN,6-9-6
CROAN,7-8-6
UNIS,3-6-9
GOCH,6-9-6
GUI,3-7-1
PILL,9-4-4
PURL,3-1-4
TELLE,1-8-9
MERICAL,6-1-7
KOLA,7-5-3
OKUMA,1-6-7
STOCKLIN,6-7-4
EASTERLIN,2-2-4
DORCEY,2-5-7
BIDGOOD,3-8-2
BETSON,2-1-3
POLHILL,6-6-3
TEASE,2-3-5
HAGGAN,2-9-2
ROYES,2-8-1
MCCOLLIN,6-3-9
HINDSMAN,1-9-1
OUTERBRIDGE,1-6-7
LENEAR,2-8-1
HARVEST,6-6-3
STHILL,9-8-8
RAGGS,1-6-7
SIMILIEN,5-4-9
MULUGETA,3-7-1
BLIGEN,5-8-4
ANGELOFF,3-9-3
BENZON,2-2-4
BUSHUE,2-2-4
CASTETTER,2-1-3
CHAPPA,2-7-9
COLONY,3-9-3
DALIN,1-3-4
DECHIARA,7-6-4
DIMOPOULOS,3-1-4
DUBEL,8-9-8
DYLLA,1-8-9
ENCINIA,6-4-1
ESCHE,1-3-4
FILAN,1-5-6
FRIDRICH,9-3-3
GANONG,7-6-4
GLEW,5-6-2
GOERDT,2-4-6
GORGA,7-5-3
GRANESE,2-4-6
HEHMAN,6-7-4
HENIG,5-2-7
HOUTCHENS,5-9-5
IVANOVIC,7-7-5
JURKOVICH,9-9-9
JUVERA,9-5-5
KEMPH,5-3-8
KETLER,1-7-8
KIJEK,5-5-1
KITOWSKI,6-3-9
KOSTNER,2-1-3
KRAJNIK,1-1-2
LANDUCCI,4-9-4
LEISY,5-2-7
LOZZI,6-1-7
MANCHEGO,3-9-3
MEISLER,1-8-9
MORESI,2-5-7
PHENG,5-9-5
PORTELLA,3-6-9
QUERCIA,9-2-2
RATHMELL,6-2-8
ROTHBART,7-5-3
SAMBERG,6-5-2
SCALZITTI,1-1-2
SEGALLA,7-5-3
SPRACKLIN,1-3-4
TRICHEL,5-7-3
TRISSEL,5-7-3
VARVARO,8-8-7
VUONO,6-9-6
WAARA,3-5-8
WADHWANI,2-9-2
WEISMILLER,1-7-8
ZAMBONI,7-1-8
ANZAI,2-4-6
BEMILLER,1-3-4
BUSSCHER,8-6-5
CABREROS,3-6-9
CAMPOREALE,9-8-8
CHEVRETTE,6-1-7
COTRONE,8-1-9
DASALLA,3-2-5
DONARSKI,7-3-1
EHRMANTRAUT,1-3-4
ENGLERTH,1-7-8
FAGNANT,2-7-9
FERENZ,1-1-2
FINUCAN,4-1-5
FURMANEK,9-8-8
GENETTI,1-7-8
GESSERT,1-2-3
GIOVENCO,8-1-9
GOSCINSKI,6-1-7
GUARDIAN,5-7-3
HASCHKE,6-4-1
HASEK,6-2-8
HERTIG,5-8-4
ISGRIGG,9-4-4
KHARE,6-1-7
KOBAL,7-7-5
KOCON,3-1-4
KOHEL,2-4-6
KRUPNICK,3-1-4
KUSEL,8-6-5
MACEWAN,7-8-6
MARTORELL,3-3-6
MOERKE,7-6-4
PENAS,6-4-1
PHOEBUS,5-9-5
ROQUET,5-1-6
ROSSBERG,2-2-4
SAESEE,7-2-9
SEGAWA,7-4-2
SOSSAMAN,8-3-2
STOLZER,2-5-7
